Created as New Dataset;
nm;A
382,0;-0,2390
381,0;-0,2453
380,0;-0,2520
379,0;-0,2586
378,0;-0,2653
377,0;-0,2726
376,0;-0,2796
375,0;-0,2865
374,0;-0,2934
373,0;-0,3002
372,0;-0,3066
371,0;-0,3132
370,0;-0,3199
369,0;-0,3266
368,0;-0,3336
367,0;-0,3404
366,0;-0,3473
365,0;-0,3539
364,0;-0,3604
363,0;-0,3663
362,0;-0,3721
361,0;-0,3778
360,0;-0,3832
359,0;-0,3885
358,0;-0,3940
357,0;-0,3991
356,0;-0,4042
355,0;-0,4086
354,0;-0,4128
353,0;-0,4164
352,0;-0,4200
351,0;-0,4231
350,0;-0,4261
349,0;-0,4291
348,0;-0,4319
347,0;-0,4346
346,0;-0,4370
345,0;-0,4389
344,0;-0,4402
343,0;-0,4416
342,0;-0,4427
341,0;-0,4442
340,0;-0,4459
339,0;-0,4482
338,0;-0,4510
337,0;-0,4543
336,0;-0,4578
335,0;-0,4615
334,0;-0,4640
333,0;-0,4661
332,0;-0,4676
331,0;-0,4698
330,0;-0,4739
329,0;-0,4800
328,0;-0,4875
327,0;-0,4948
326,0;-0,5008
325,0;-0,5036
324,0;-0,5045
323,0;-0,5055
322,0;-0,5094
321,0;-0,5169
320,0;-0,5266
319,0;-0,5357
318,0;-0,5414
317,0;-0,5427
316,0;-0,5409
315,0;-0,5398
314,0;-0,5419
313,0;-0,5479
312,0;-0,5554
311,0;-0,5610
310,0;-0,5613
309,0;-0,5573
308,0;-0,5513
307,0;-0,5467
306,0;-0,5458
305,0;-0,5466
304,0;-0,5455
303,0;-0,5402
302,0;-0,5306
301,0;-0,5200
300,0;-0,5110
299,0;-0,5039
298,0;-0,4976
297,0;-0,4892
296,0;-0,4784
295,0;-0,4653
294,0;-0,4530
293,0;-0,4423
292,0;-0,4330
291,0;-0,4232
290,0;-0,4122
289,0;-0,4004
288,0;-0,3894
287,0;-0,3792
286,0;-0,3704
285,0;-0,3622
284,0;-0,3536
283,0;-0,3448
282,0;-0,3367
281,0;-0,3297
280,0;-0,3239
279,0;-0,3184
278,0;-0,3133
277,0;-0,3085
276,0;-0,3046
275,0;-0,3017
274,0;-0,2996
273,0;-0,2980
272,0;-0,2972
271,0;-0,2971
270,0;-0,2976
269,0;-0,2987
268,0;-0,3009
267,0;-0,3034
266,0;-0,3067
265,0;-0,3106
264,0;-0,3151
263,0;-0,3202
262,0;-0,3258
261,0;-0,3317
260,0;-0,3381
259,0;-0,3451
258,0;-0,3524
257,0;-0,3602
256,0;-0,3683
255,0;-0,3767
254,0;-0,3855
253,0;-0,3947
252,0;-0,4044
251,0;-0,4146
250,0;-0,4250
249,0;-0,4357
248,0;-0,4467
247,0;-0,4580
246,0;-0,4695
245,0;-0,4812
244,0;-0,4928
243,0;-0,5042
242,0;-0,5158
241,0;-0,5273
240,0;-0,5381
239,0;-0,5491
238,0;-0,5592
237,0;-0,5692
236,0;-0,5787
235,0;-0,5879
234,0;-0,5966
233,0;-0,6041
232,0;-0,6119
231,0;-0,6191
230,0;-0,6257
229,0;-0,6319
228,0;-0,6377
227,0;-0,6438
226,0;-0,6490
225,0;-0,6543
224,0;-0,6597
223,0;-0,6650
222,0;-0,6704
221,0;-0,6763
220,0;-0,6829
219,0;-0,6904
218,0;-0,6990
217,0;-0,7094
216,0;-0,7213
215,0;-0,7349
214,0;-0,7514
213,0;-0,7707
212,0;-0,7941
211,0;-0,8225
210,0;-0,8583
209,0;-0,9015
208,0;-0,9555
207,0;-1,0217
206,0;-1,1032
205,0;-1,2031
204,0;-1,3233
203,0;-1,4651
202,0;-1,6269
201,0;-1,8091
200,0;-2,0018
