#Wave		#Intensity
4001.644531	233.670532
4000.500000	288.266449
3999.354492	320.965118
3998.209961	272.879486
3997.064453	301.203674
3995.918945	331.699707
3994.772461	261.820160
3993.626953	283.586487
3992.480469	272.629272
3991.333984	250.772919
3990.187500	344.476959
3989.040039	257.220398
3987.893555	300.761871
3986.746094	224.440491
3985.598633	246.185638
3984.451172	287.526917
3983.302734	235.206100
3982.154297	276.534180
3981.006836	293.899689
3979.857422	211.133606
3978.708984	243.738373
3977.560547	217.583588
3976.411133	319.789154
3975.261719	297.980072
3974.112305	347.941986
3972.961914	295.696381
3971.811523	299.989746
3970.662109	356.444092
3969.511719	262.937866
3968.360352	299.824463
3967.209961	271.530243
3966.058594	288.855103
3964.907227	336.573792
3963.755859	297.433136
3962.604492	275.672028
3961.452148	223.535446
3960.299805	262.551636
3959.147461	262.503387
3957.995117	273.300385
3956.841797	284.093414
3955.689453	301.387207
3954.536133	283.988983
3953.382813	266.597107
3952.228516	262.213989
3951.075195	249.165817
3949.920898	316.274078
3948.766602	361.699036
3947.612305	288.006744
3946.458008	311.769501
3945.302734	320.370819
3944.147461	259.712341
3942.992188	292.122650
3941.836914	281.251556
3940.680664	359.070526
3939.525391	298.449493
3938.369141	341.640167
3937.211914	304.825317
3936.055664	270.185486
3934.898438	304.713165
3933.742188	291.692932
3932.584961	289.478973
3931.426758	317.504303
3930.269531	298.010406
3929.111328	360.569397
3927.953125	233.139664
3926.794922	265.471313
3925.636719	284.843567
3924.477539	312.838745
3923.319336	263.167572
3922.160156	258.805695
3921.000000	256.601715
3919.840820	297.516937
3918.680664	269.440338
3917.520508	239.218948
3916.360352	280.114716
3915.200195	316.686768
3914.040039	271.395782
3912.878906	271.345795
3911.717773	282.061493
3910.556641	322.911682
3909.394531	314.242798
3908.233398	253.930252
3907.071289	262.489655
3905.909180	277.499390
3904.746094	253.789871
3903.583984	290.299286
3902.420898	281.645905
3901.257813	262.247833
3900.094727	262.199493
3898.931641	275.043823
3897.767578	305.070496
3896.603516	339.382050
3895.439453	294.220032
3894.275391	253.369064
3893.111328	257.615936
3891.946289	259.714813
3890.781250	302.587067
3889.616211	278.929535
3888.451172	225.247665
3887.285156	201.613098
3886.119141	231.597839
3884.953125	227.267044
3883.787109	222.937851
3882.620117	265.761475
3881.454102	235.712631
3880.287109	282.802948
3879.120117	269.898438
3877.952148	259.140350
3876.785156	263.375031
3875.617188	248.340363
3874.449219	267.558746
3873.281250	248.248688
3872.112305	220.387009
3870.944336	286.664154
3869.775391	288.750092
3868.606445	269.450317
3867.436523	282.229156
3866.267578	252.249176
3865.097656	297.086090
3863.927734	282.072815
3862.757813	273.474609
3861.587891	213.612579
3860.416992	305.409546
3859.246094	232.751694
3858.075195	273.272583
3856.904297	281.760284
3855.732422	217.683609
3854.560547	234.713455
3853.388672	281.604095
3852.216797	292.216888
3851.044922	226.053040
3849.872070	264.390533
3848.699219	240.891983
3847.526367	242.978836
3846.353516	283.422913
3845.179688	319.590790
3844.005859	298.229584
3842.832031	287.525360
3841.658203	251.271973
3840.484375	272.515808
3839.309570	298.009033
3838.134766	251.132584
3836.959961	238.319046
3835.785156	268.059326
3834.609375	219.087326
3833.434570	301.986847
3832.258789	297.678406
3831.082031	280.616302
3829.906250	320.948639
3828.729492	316.639038
3827.552734	237.966507
3826.375977	237.922470
3825.199219	284.604553
3824.021484	284.551880
3822.844727	307.853607
3821.666992	239.869095
3820.489258	337.452423
3819.310547	250.390030
3818.131836	305.504120
3816.954102	224.843338
3815.774414	269.337891
3814.595703	313.815948
3813.416992	269.238129
3812.237305	258.590302
3811.057617	264.900024
3809.877930	305.108276
3808.697266	256.328217
3807.516602	319.821411
3806.336914	351.526611
3805.155273	304.882233
3803.974609	283.657288
3802.792969	296.303467
3801.612305	281.436127
3800.430664	228.492233
3799.248047	236.910995
3798.066406	277.049896
3796.883789	194.533325
3795.701172	234.665176
3794.518555	308.601471
3793.335938	293.751038
3792.152344	219.744202
3790.968750	255.616516
3789.785156	272.466248
3788.601563	308.315460
3787.417969	259.697052
3786.233398	263.870819
3785.048828	278.595917
3783.864258	261.662750
3782.678711	278.492554
3781.494141	259.456299
3780.308594	194.028854
3779.123047	269.903107
3777.937500	261.420135
3776.750977	263.479462
3775.564453	269.752899
3774.377930	240.204071
3773.191406	271.759430
3772.004883	250.646271
3770.817383	246.387985
3769.629883	223.181870
3768.442383	235.771027
3767.254883	193.633102
3766.066406	223.057587
3764.878906	178.833725
3763.690430	317.633850
3762.500977	273.408844
3761.312500	290.180084
3760.123047	231.260010
3758.933594	252.236786
3757.744141	243.783600
3756.554688	220.625198
3755.364258	260.499451
3754.173828	252.049408
3752.983398	237.302429
3751.792969	262.453918
3750.602539	188.931702
3749.411133	256.059845
3748.219727	270.701477
3747.028320	266.455017
3745.835938	274.796234
3744.644531	253.772232
3743.452148	251.628159
3742.259766	337.538361
3741.067383	243.150116
3739.874023	291.306763
3738.680664	291.252594
3737.487305	270.248901
3736.293945	274.387787
3735.100586	247.112488
3733.906250	257.535461
3732.711914	240.740387
3731.517578	301.392761
3730.323242	303.429321
3729.127930	230.144943
3727.932617	299.132751
3726.737305	240.516556
3725.541992	273.928741
3724.345703	263.424438
3723.150391	290.549072
3721.954102	319.753479
3720.757813	298.798950
3719.560547	290.386871
3718.364258	284.066650
3717.166992	286.102112
3715.969727	296.488586
3714.771484	304.783630
3713.574219	290.116669
3712.375977	325.537964
3711.177734	300.440613
3709.979492	296.212646
3708.780273	300.328735
3707.582031	302.358032
3706.382813	250.180725
3705.183594	335.596619
3703.983398	283.432526
3702.784180	279.212402
3701.583984	258.327515
3700.383789	304.103149
3699.182617	295.716431
3697.982422	279.004364
3696.781250	268.543701
3695.580078	322.608643
3694.378906	337.115234
3693.177734	289.199280
3691.975586	328.668854
3690.773438	274.532928
3689.571289	332.705139
3688.369141	270.272522
3687.166016	286.851196
3685.962891	293.032440
3684.759766	282.588531
3683.556641	322.007751
3682.352539	292.868530
3681.149414	301.120697
3679.945313	303.140839
3678.740234	276.097351
3677.536133	230.384125
3676.331055	294.670654
3675.126953	275.942871
3673.920898	302.858185
3672.715820	342.207397
3671.510742	292.377197
3670.304688	348.299316
3669.098633	265.321381
3667.891602	348.169342
3666.685547	300.447205
3665.478516	335.609406
3664.271484	352.116974
3663.064453	333.413208
3661.857422	370.620026
3660.649414	343.639313
3659.441406	333.226501
3658.233398	362.135101
3657.025391	335.171021
3655.816406	318.559875
3654.607422	335.045837
3653.398438	392.881622
3652.189453	332.853302
3650.980469	355.528412
3649.770508	382.328308
3648.560547	373.991852
3647.350586	355.329163
3646.139648	359.393738
3644.929688	324.219971
3643.718750	379.906525
3642.507813	369.513916
3641.295898	334.357910
3640.084961	373.502930
3638.873047	340.422455
3637.661133	379.551636
3636.449219	408.354218
3635.236328	350.541626
3634.023438	395.831787
3632.810547	371.022919
3631.597656	428.657440
3630.384766	424.456329
3629.170898	432.617279
3627.957031	397.521545
3626.743164	450.989288
3625.529297	450.904938
3624.314453	411.708313
3623.099609	376.642609
3621.884766	442.420837
3620.669922	423.821594
3619.454102	466.939331
3618.239258	477.135040
3617.023438	454.427185
3615.806641	483.123993
3614.590820	427.536102
3613.374023	390.464691
3612.157227	482.852783
3610.940430	544.391663
3609.723633	593.583862
3608.505859	486.688721
3607.288086	476.331848
3606.070313	582.986694
3604.852539	611.610901
3603.633789	541.728333
