Created as New Dataset;
cm-1;%T
3426,50;78,16
3426,00;78,12
3425,50;78,09
3425,00;78,08
3424,50;78,05
3424,00;78,00
3423,50;77,96
3423,00;77,93
3422,50;77,91
3422,00;77,88
3421,50;77,86
3421,00;77,85
3420,50;77,84
3420,00;77,83
3419,50;77,82
3419,00;77,80
3418,50;77,78
3418,00;77,76
3417,50;77,73
3417,00;77,70
3416,50;77,65
3416,00;77,58
3415,50;77,53
3415,00;77,48
3414,50;77,44
3414,00;77,39
3413,50;77,37
3413,00;77,38
3412,50;77,40
3412,00;77,40
3411,50;77,38
3411,00;77,36
3410,50;77,34
3410,00;77,32
3409,50;77,31
3409,00;77,29
3408,50;77,27
3408,00;77,25
3407,50;77,23
3407,00;77,21
3406,50;77,19
3406,00;77,16
3405,50;77,14
3405,00;77,13
3404,50;77,13
3404,00;77,12
3403,50;77,11
3403,00;77,09
3402,50;77,05
3402,00;77,02
3401,50;76,98
3401,00;76,95
3400,50;76,91
3400,00;76,88
3399,50;76,86
3399,00;76,86
3398,50;76,87
3398,00;76,88
3397,50;76,89
3397,00;76,89
3396,50;76,88
3396,00;76,86
3395,50;76,84
3395,00;76,81
3394,50;76,76
3394,00;76,72
3393,50;76,68
3393,00;76,66
3392,50;76,63
3392,00;76,62
3391,50;76,63
3391,00;76,67
3390,50;76,70
3390,00;76,70
3389,50;76,66
3389,00;76,62
3388,50;76,59
3388,00;76,59
3387,50;76,61
3387,00;76,64
3386,50;76,65
3386,00;76,65
3385,50;76,64
3385,00;76,63
3384,50;76,61
3384,00;76,59
3383,50;76,56
3383,00;76,54
3382,50;76,53
3382,00;76,52
3381,50;76,52
3381,00;76,51
3380,50;76,49
3380,00;76,47
3379,50;76,46
3379,00;76,46
3378,50;76,45
3378,00;76,45
3377,50;76,47
3377,00;76,50
3376,50;76,52
3376,00;76,52
3375,50;76,51
3375,00;76,52
3374,50;76,50
3374,00;76,48
3373,50;76,45
3373,00;76,42
3372,50;76,40
3372,00;76,38
3371,50;76,39
3371,00;76,42
3370,50;76,45
3370,00;76,48
3369,50;76,50
3369,00;76,50
3368,50;76,49
3368,00;76,46
3367,50;76,45
3367,00;76,46
3366,50;76,49
3366,00;76,50
3365,50;76,48
3365,00;76,47
3364,50;76,47
3364,00;76,47
3363,50;76,48
3363,00;76,48
3362,50;76,49
3362,00;76,51
3361,50;76,54
3361,00;76,56
3360,50;76,57
3360,00;76,56
3359,50;76,54
3359,00;76,54
3358,50;76,57
3358,00;76,60
3357,50;76,63
3357,00;76,63
3356,50;76,62
3356,00;76,62
3355,50;76,62
3355,00;76,63
3354,50;76,65
3354,00;76,68
3353,50;76,70
3353,00;76,72
3352,50;76,72
3352,00;76,71
3351,50;76,70
3351,00;76,70
3350,50;76,70
3350,00;76,73
3349,50;76,77
3349,00;76,80
3348,50;76,82
3348,00;76,84
3347,50;76,84
3347,00;76,83
3346,50;76,81
3346,00;76,83
3345,50;76,88
3345,00;76,91
3344,50;76,91
3344,00;76,90
3343,50;76,90
3343,00;76,92
3342,50;76,98
3342,00;77,03
3341,50;77,07
3341,00;77,08
3340,50;77,07
3340,00;77,06
3339,50;77,05
3339,00;77,05
3338,50;77,06
3338,00;77,08
3337,50;77,11
3337,00;77,15
3336,50;77,18
3336,00;77,21
3335,50;77,25
3335,00;77,31
3334,50;77,36
3334,00;77,39
3333,50;77,40
3333,00;77,40
3332,50;77,39
3332,00;77,37
3331,50;77,37
3331,00;77,39
3330,50;77,41
3330,00;77,45
3329,50;77,48
3329,00;77,52
3328,50;77,54
3328,00;77,55
3327,50;77,56
3327,00;77,57
3326,50;77,57
3326,00;77,58
3325,50;77,62
3325,00;77,67
3324,50;77,70
3324,00;77,71
3323,50;77,71
3323,00;77,72
3322,50;77,74
3322,00;77,78
3321,50;77,81
3321,00;77,83
3320,50;77,84
3320,00;77,85
3319,50;77,87
3319,00;77,91
3318,50;77,95
3318,00;77,97
3317,50;77,98
3317,00;77,99
3316,50;78,00
3316,00;78,02
3315,50;78,03
3315,00;78,03
3314,50;78,05
3314,00;78,08
3313,50;78,11
3313,00;78,13
3312,50;78,14
3312,00;78,17
3311,50;78,21
3311,00;78,25
3310,50;78,27
3310,00;78,28
3309,50;78,30
3309,00;78,34
3308,50;78,37
3308,00;78,40
3307,50;78,43
3307,00;78,45
3306,50;78,46
3306,00;78,47
3305,50;78,48
3305,00;78,49
3304,50;78,51
3304,00;78,53
3303,50;78,56
3303,00;78,60
3302,50;78,64
3302,00;78,67
3301,50;78,71
3301,00;78,75
3300,50;78,77
3300,00;78,77
3299,50;78,78
3299,00;78,80
3298,50;78,83
3298,00;78,86
3297,50;78,88
3297,00;78,89
3296,50;78,89
3296,00;78,90
3295,50;78,92
3295,00;78,95
3294,50;78,98
3294,00;79,00
3293,50;79,01
3293,00;79,04
3292,50;79,08
3292,00;79,10
3291,50;79,11
3291,00;79,10
3290,50;79,12
3290,00;79,15
3289,50;79,18
3289,00;79,20
3288,50;79,21
3288,00;79,21
3287,50;79,22
3287,00;79,24
3286,50;79,28
3286,00;79,32
3285,50;79,35
3285,00;79,38
3284,50;79,39
3284,00;79,39
3283,50;79,39
3283,00;79,41
3282,50;79,44
3282,00;79,47
3281,50;79,49
3281,00;79,51
3280,50;79,53
3280,00;79,55
3279,50;79,59
3279,00;79,62
3278,50;79,65
3278,00;79,66
3277,50;79,68
3277,00;79,69
3276,50;79,70
3276,00;79,71
3275,50;79,72
3275,00;79,75
3274,50;79,79
3274,00;79,84
3273,50;79,86
3273,00;79,87
3272,50;79,86
3272,00;79,86
3271,50;79,88
3271,00;79,91
3270,50;79,96
3270,00;80,01
3269,50;80,05
3269,00;80,08
3268,50;80,10
3268,00;80,11
3267,50;80,12
3267,00;80,12
3266,50;80,10
3266,00;80,08
3265,50;80,07
3265,00;80,09
3264,50;80,16
3264,00;80,23
3263,50;80,28
3263,00;80,31
3262,50;80,32
3262,00;80,33
3261,50;80,36
3261,00;80,41
3260,50;80,46
3260,00;80,48
3259,50;80,49
3259,00;80,50
3258,50;80,50
3258,00;80,51
3257,50;80,53
3257,00;80,56
3256,50;80,58
3256,00;80,60
3255,50;80,60
3255,00;80,60
3254,50;80,62
3254,00;80,65
3253,50;80,69
3253,00;80,72
3252,50;80,75
3252,00;80,78
3251,50;80,80
3251,00;80,81
3250,50;80,82
3250,00;80,83
3249,50;80,84
3249,00;80,86
3248,50;80,90
3248,00;80,94
3247,50;80,99
3247,00;81,03
3246,50;81,05
3246,00;81,07
3245,50;81,08
3245,00;81,10
3244,50;81,13
3244,00;81,14
3243,50;81,15
3243,00;81,17
3242,50;81,20
3242,00;81,23
3241,50;81,27
3241,00;81,31
3240,50;81,34
3240,00;81,38
3239,50;81,43
3239,00;81,49
3238,50;81,52
3238,00;81,52
3237,50;81,52
3237,00;81,53
3236,50;81,55
3236,00;81,57
3235,50;81,60
3235,00;81,64
3234,50;81,68
3234,00;81,72
3233,50;81,75
3233,00;81,77
3232,50;81,80
3232,00;81,84
3231,50;81,87
3231,00;81,91
3230,50;81,96
3230,00;82,00
3229,50;82,04
3229,00;82,07
3228,50;82,10
3228,00;82,13
3227,50;82,16
3227,00;82,19
3226,50;82,23
3226,00;82,27
